inspection_policy,case_id,d1_test_part1,d2_test_part2,df_test_final,dr_disassemble,feasible,infeasible_reason,state_count,success_probability,expected_cost,expected_profit,market_defect_rate,expected_exchange_count,expected_disassembly_count,expected_assembly_count,expected_purchase_cost,expected_part_test_cost,expected_assembly_cost,expected_final_test_cost,expected_exchange_loss_cost,expected_disassembly_cost
retest_known_good,4,1,1,1,1,True,,3,1.0000000000000002,41.75,14.25,0.0,0.0,0.25,1.2500000000000002,27.5,3.0000000000000004,7.500000000000002,2.5000000000000004,0.0,1.25
retest_known_good,5,0,0,0,0,True,,2,1.0,48.641975308641975,7.358024691358025,0.352,0.5432098765432098,0.0,1.5432098765432098,33.95061728395062,0.0,9.25925925925926,0.0,5.432098765432098,0.0
retest_known_good,5,0,0,0,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
retest_known_good,5,0,0,1,0,True,,2,1.0,46.29629629629629,9.70370370370371,0.0,0.0,0.0,1.5432098765432098,33.95061728395062,0.0,9.25925925925926,3.0864197530864197,0.0,0.0
retest_known_good,5,0,0,1,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
retest_known_good,5,0,1,0,0,True,,2,1.0,44.01234567901234,11.987654320987659,0.18999999999999995,0.23456790123456783,0.0,1.2345679012345678,32.71604938271605,1.5432098765432098,7.4074074074074066,0.0,2.3456790123456783,0.0
retest_known_good,5,0,1,0,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
retest_known_good,5,0,1,1,0,True,,2,1.0,44.1358024691358,11.864197530864203,0.0,0.0,0.0,1.2345679012345678,32.71604938271605,1.5432098765432098,7.4074074074074066,2.4691358024691357,0.0,0.0
retest_known_good,5,0,1,1,1,False,singular linear system,16,0.0,inf,-inf,,,,,,,,,,
retest_known_good,5,1,0,0,0,True,,2,1.0,55.74074074074073,0.25925925925926663,0.2799999999999999,0.38888888888888873,0.0,1.3888888888888886,31.172839506172835,12.345679012345679,8.333333333333332,0.0,3.888888888888887,0.0
retest_known_good,5,1,0,0,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
retest_known_good,5,1,0,1,0,True,,2,1.0,54.629629629629626,1.3703703703703738,0.0,0.0,0.0,1.3888888888888886,31.172839506172835,12.345679012345679,8.333333333333332,2.7777777777777772,0.0,0.0
retest_known_good,5,1,0,1,1,False,singular linear system,15,0.0,inf,-inf,,,,,,,,,,
retest_known_good,5,1,1,0,0,True,,2,1.0000000000000002,48.98148148148148,7.018518518518519,0.1,0.11111111111111112,0.0,1.1111111111111114,29.938271604938272,11.265432098765432,6.666666666666669,0.0,1.1111111111111112,0.0
retest_known_good,5,1,1,0,1,True,,3,1.0000000000000002,46.41666666666667,9.583333333333329,0.1,0.11111111111111112,0.11111111111111112,1.1111111111111114,26.944444444444446,11.13888888888889,6.666666666666669,0.0,1.1111111111111112,0.5555555555555556
retest_known_good,5,1,1,1,0,True,,2,1.0000000000000002,50.092592592592595,5.907407407407405,0.0,0.0,0.0,1.1111111111111114,29.938271604938272,11.265432098765432,6.666666666666669,2.2222222222222228,0.0,0.0
retest_known_good,5,1,1,1,1,True,,3,1.0000000000000002,47.52777777777778,8.472222222222221,0.0,0.0,0.11111111111111112,1.1111111111111114,26.944444444444446,11.13888888888889,6.666666666666669,2.2222222222222228,0.0,0.5555555555555556
retest_known_good,6,0,0,0,0,True,,2,1.0,34.3213296398892,21.6786703601108,0.1426250000000001,0.16635077999708428,0.0,1.1663507799970843,25.659717159935855,0.0,6.9981046799825055,0.0,1.6635077999708427,0.0
retest_known_good,6,0,0,0,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
retest_known_good,6,0,0,1,0,True,,2,1.0,36.156874179909614,19.843125820090386,0.0,0.0,0.0,1.1663507799970843,25.659717159935855,0.0,6.9981046799825055,3.4990523399912528,0.0,0.0
retest_known_good,6,0,0,1,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
retest_known_good,6,0,1,0,0,True,,2,1.0,36.65403119988336,19.345968800116637,0.09750000000000003,0.10803324099722995,0.0,1.10803324099723,25.426447003936435,3.499052339991252,6.64819944598338,0.0,1.0803324099722995,0.0
retest_known_good,6,0,1,0,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
retest_known_good,6,0,1,1,0,True,,2,1.0,38.89779851290275,17.102201487097247,0.0,0.0,0.0,1.10803324099723,25.426447003936435,3.499052339991252,6.64819944598338,3.32409972299169,0.0,0.0
retest_known_good,6,0,1,1,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
retest_known_good,6,1,0,0,0,True,,2,1.0,34.671234873888324,21.328765126111676,0.09750000000000003,0.10803324099722995,0.0,1.10803324099723,24.610001457938473,2.332701559994168,6.64819944598338,0.0,1.0803324099722995,0.0
retest_known_good,6,1,0,0,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
retest_known_good,6,1,0,1,0,True,,2,1.0,36.915002186907714,19.084997813092286,0.0,0.0,0.0,1.10803324099723,24.610001457938473,2.332701559994168,6.64819944598338,3.32409972299169,0.0,0.0
retest_known_good,6,1,0,1,1,False,singular linear system,13,0.0,inf,-inf,,,,,,,,,,
retest_known_good,6,1,1,0,0,True,,2,0.9999999999999999,36.7590027700831,19.2409972299169,0.05000000000000004,0.05263157894736846,0.0,1.0526315789473684,24.37673130193906,5.54016620498615,6.31578947368421,0.0,0.5263157894736846,0.0
retest_known_good,6,1,1,0,1,True,,3,0.9999999999999999,37.63157894736842,18.368421052631582,0.05000000000000004,0.05263157894736846,0.05263157894736846,1.0526315789473684,23.157894736842106,5.526315789473685,6.31578947368421,0.0,0.5263157894736846,2.1052631578947385
retest_known_good,6,1,1,1,0,True,,2,0.9999999999999999,39.390581717451525,16.609418282548475,0.0,0.0,0.0,1.0526315789473684,24.37673130193906,5.54016620498615,6.31578947368421,3.157894736842105,0.0,0.0
retest_known_good,6,1,1,1,1,True,,3,0.9999999999999999,40.26315789473684,15.736842105263158,0.0,0.0,0.05263157894736846,1.0526315789473684,23.157894736842106,5.526315789473685,6.31578947368421,3.157894736842105,0.0,2.1052631578947385
